Name,Description,Project,TestFolder,WorkProduct,Type,Priority,Method,Risk,PreConditions,PostConditions,ValidationInput,ValidationExpectedResult
Rowcount validation of CHCO source and GBQ target MedicationCodeDim table,Rowcount validation of MedicationCodeDim and MedicationCodeDim_CHCO_CDW_20170518074331962_19000101000000000_20170518074331962 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationDim table,Rowcount validation of MedicationDim and MedicationDim_CHCO_CDW_20170518074417071_19000101000000000_20170518074417071 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationDispenseFact table,Rowcount validation of MedicationDispenseFact and MedicationDispenseFact_CHCO_CDW_20170518074453774_19000101000000000_20170518074453774 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationDispenseNdcProfileDim table,Rowcount validation of MedicationDispenseNdcProfileDim and MedicationDispenseNdcProfileDim_CHCO_CDW_20170518093634059_19000101000000000_20170518093634059 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationDispenseProfileDim table,Rowcount validation of MedicationDispenseProfileDim and MedicationDispenseProfileDim_CHCO_CDW_20170518093645434_19000101000000000_20170518093645434 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationDispenseQuantityProfileDim table,Rowcount validation of MedicationDispenseQuantityProfileDim and MedicationDispenseQuantityProfileDim_CHCO_CDW_20170518093650622_19000101000000000_20170518093650622 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationOrderFact table,Rowcount validation of MedicationOrderFact and MedicationOrderFact_CHCO_CDW_20170518093655137_19000101000000000_20170518093655137 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationOrderIndicationForUseProfileDim table,Rowcount validation of MedicationOrderIndicationForUseProfileDim and MedicationOrderIndicationForUseProfileDim_CHCO_CDW_20170518103331828_19000101000000000_20170518103331828 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationOrderPrnReasonProfileDim table,Rowcount validation of MedicationOrderPrnReasonProfileDim and MedicationOrderPrnReasonProfileDim_CHCO_CDW_20170518103335470_19000101000000000_20170518103335470 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationOrderProfileDim table,Rowcount validation of MedicationOrderProfileDim and MedicationOrderProfileDim_CHCO_CDW_20170518103338955_19000101000000000_20170518103338955 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationOrderSourceProfileDim table,Rowcount validation of MedicationOrderSourceProfileDim and MedicationOrderSourceProfileDim_CHCO_CDW_20170518103344598_19000101000000000_20170518103344598 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationOrderTypeProfileDim table,Rowcount validation of MedicationOrderTypeProfileDim and MedicationOrderTypeProfileDim_CHCO_CDW_20170518103348255_19000101000000000_20170518103348255 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target MedicationSetDim table,Rowcount validation of MedicationSetDim and MedicationSetDim_CHCO_CDW_20170518103351475_19000101000000000_20170518103351475 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ModifierBridge table,Rowcount validation of ModifierBridge and ModifierBridge_CHCO_CDW_20170518103425642_19000101000000000_20170518103425642 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ModifierDim table,Rowcount validation of ModifierDim and ModifierDim_CHCO_CDW_20170518103429237_19000101000000000_20170518103429237 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target PatientAttributeValueDim table,Rowcount validation of PatientAttributeValueDim and PatientAttributeValueDim_CHCO_CDW_20170518103436598_19000101000000000_20170518103436598 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target PatientAttributedProviderFact_CHCO_CDW_20170518103432957_19000101000000000_20170518103432957 table,Rowcount validation of PatientAttributedProviderFact_CHCO_CDW_20170518103432957_19000101000000000_20170518103432957 and PatientAttributedProviderFact_CHCO_CDW_20170518103432957_19000101000000000_20170518103432957 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target PatientDim table,Rowcount validation of PatientDim and PatientDim_CHCO_CDW_20170518105412091_19000101000000000_20170518105412091 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target PatientLocationEventFact table,Rowcount validation of PatientLocationEventFact and PatientLocationEventFact_CHCO_CDW_20170518111355717_19000101000000000_20170518111355717 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target PatientLocationEventProfileDim table,Rowcount validation of PatientLocationEventProfileDim and PatientLocationEventProfileDim_CHCO_CDW_20170518112912749_19000101000000000_20170518112912749 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target PatientRegistryProfileDim table,Rowcount validation of PatientRegistryProfileDim and PatientRegistryProfileDim_CHCO_CDW_20170518112916483_19000101000000000_20170518112916483 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target PharmacyDim table,Rowcount validation of PharmacyDim and PharmacyDim_CHCO_CDW_20170519030849771_19000101000000000_20170519030849771 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target PlaceOfServiceDim table,Rowcount validation of PlaceOfServiceDim and PlaceOfServiceDim_CHCO_CDW_20170519030913646_19000101000000000_20170519030913646 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ProcedureDim table,Rowcount validation of ProcedureDim and ProcedureDim_CHCO_CDW_20170519030917333_19000101000000000_20170519030917333 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ProcedureOrderFact table,Rowcount validation of ProcedureOrderFact and ProcedureOrderFact_CHCO_CDW_20170519031105412_19000101000000000_20170519031105412 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ProcedureOrderProfileDim table,Rowcount validation of ProcedureOrderProfileDim and ProcedureOrderProfileDim_CHCO_CDW_20170519035737694_19000101000000000_20170519035737694 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ProcedureSetDim table,Rowcount validation of ProcedureSetDim and ProcedureSetDim_CHCO_CDW_20170519035744757_19000101000000000_20170519035744757 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ProcedureTerminologyBridge table,Rowcount validation of ProcedureTerminologyBridge and ProcedureTerminologyBridge_CHCO_CDW_20170519035755163_19000101000000000_20170519035755163 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ProcedureTerminologyDim table,Rowcount validation of ProcedureTerminologyDim and ProcedureTerminologyDim_CHCO_CDW_20170519035758726_19000101000000000_20170519035758726 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ProcedureTerminologySetDim table,Rowcount validation of ProcedureTerminologySetDim and ProcedureTerminologySetDim_CHCO_CDW_20170519035812757_19000101000000000_20170519035812757 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ProviderDim table,Rowcount validation of ProviderDim and ProviderDim_CHCO_CDW_20170519035821882_19000101000000000_20170519035821882 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ReactionProfileDim table,Rowcount validation of ReactionProfileDim and ReactionProfileDim_CHCO_CDW_20170519035941413_19000101000000000_20170519035941413 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ReferralEventFact table,Rowcount validation of ReferralEventFact and ReferralEventFact_CHCO_CDW_20170519035944866_19000101000000000_20170519035944866 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
Rowcount validation of CHCO source and GBQ target ReferralEventProfileDim table,Rowcount validation of ReferralEventProfileDim and ReferralEventProfileDim_CHCO_CDW_20170519042518305_19000101000000000_20170519042518305 table,HDC-GCP,row_count_validation,,Regression,Important,Automated,High,"<ol><li>Tester should be logged into GBQ through the VPN, have focus on the hdc-main-dev project, and have a new query window open.</li><li>Current data should be loaded into GBQ CHCO tables in raw_chco dataset.</li></ol>",,<ol><li>Enter and run Query 1 from the post-condition section of this test case into the GBQ new query window.</li><li>Enter and run Query 2 from the post-condition section of this test case into the GBQ new query window.</li><li>Compare the result obtained from running Query 1 to the result obtained from running Query 2.</li></ol>,<ol><li>Query will return a count of all records from the source table. Temporarily document this result.</li><li>Query will return a count of all records from the target table. Temporarily document this result.</li><li>Both results will be equal.</li></ol>
